course,lo,level,justification,complexity,cognitive_category,department
User Research Methods,"CO-2: Design and develop field and lab studies, by employing various research methods like interviews, comparative analyses etc., write proposal",Apply,"The verbs 'Design' and 'develop' suggest using knowledge to create something new, fitting the 'Apply' level as it involves practical application of research methods.",3,Higher-Order Thinking,Other
User Research Methods,"CO-3: Evaluate the users’ need and pain points, identify and recognize the problem and gaps, generate possible solutions to user problems",Evaluate,"The verb 'Evaluate' directly corresponds to the 'Evaluate' level, as it involves making judgments about user needs and pain points.",5,Higher-Order Thinking,Other
User Research Methods,CO-4: Analyze the ethics of conducting study and observations,Analyze,"The verb 'Analyze' indicates breaking down a complex topic (ethics) into its components, which is the core of the 'Analyze' level.",4,Higher-Order Thinking,Other
User Research Methods,CO-5: Synthesize the user research data and summary,Create,"The verb 'Synthesize' implies combining different elements (user research data) to form a new whole (summary), which aligns with the 'Create' level.",6,Higher-Order Thinking,Other
VALUE EDUCATION – I,CO-1: Apply the basic framework of universal human values to the self.,Apply,"The verb 'Apply' directly indicates using a known framework (universal human values) in a specific context (to the self), which is characteristic of the Apply level.",3,Higher-Order Thinking,Other
VALUE EDUCATION – I,"CO-2: Look at larger issues that (for many reasons) most are not exposed to: social, political, community, family, individual, etc. in a sensitized way.",Understand,"The verb 'Look at... in a sensitized way' suggests interpreting and becoming aware of complex issues, aligning with the understanding level.",2,Lower-Order Thinking,Other
VALUE EDUCATION – I,"CO-3: Understand themselves and their own roles within the bigger context. What are really, truly important to them? What are made important by others?",Understand,"The verb 'Understand' directly indicates comprehending one's self and role, which falls under the understanding level.",2,Lower-Order Thinking,Other
VALUE EDUCATION – I,CO-4: Engage and connect with others and nurture the relationships.,Apply,"The verbs 'Engage', 'connect', and 'nurture' suggest actively using interpersonal skills, which is characteristic of the Apply level.",3,Higher-Order Thinking,Other
VALUE EDUCATION – I,"CO-5: Think to shape and change the world, and not be mere technologists or scientists. 3.",Create,"The verb 'shape and change' implies generating new ideas and solutions for the world, which is the core of the Create level.",6,Higher-Order Thinking,Other
VLSI Design,CO-1: Analyze delay and noise performances of CMOS inverter,Analyze,The verb 'Analyze' directly indicates breaking down information about delay and noise into component parts to understand their performance.,4,Higher-Order Thinking,Computer Science & Engineering
VLSI Design,CO-2: Apply the knowledge of delay and noise analysis of CMOS inverter for other logic styles,Apply,The verb 'Apply' indicates using learned knowledge about CMOS inverter analysis in new situations – other logic styles.,3,Higher-Order Thinking,Computer Science & Engineering
VLSI Design,"CO-3: Apply the knowledge of different logic styles for developing digital building blocks such as gates, multiplexors, latches and flip-flops",Apply,"The verb 'Apply' indicates using knowledge of logic styles to create digital building blocks, a practical application.",3,Higher-Order Thinking,Computer Science & Engineering
VLSI Design,CO-4: Design delay optimized multistage logic circuits by using method of logical effort,Create,The verb 'Design' implies generating a new product – delay optimized circuits – by utilizing a specific method.,6,Higher-Order Thinking,Computer Science & Engineering
VLSI Design,CO-5: Design combinational circuits using CMOS and pass transistor logic for minimum delay and maximum noise margin performances,Create,"The verb 'Design' indicates generating new circuits with specific performance goals (minimum delay, maximum noise margin).",6,Higher-Order Thinking,Computer Science & Engineering
VLSI Design,"CO-6: Design a delay optimized sequential CMOS circuit such as 8-bit multiplier for the given load and speed requirements, while ensuring no setup time or hold time violations and verify its post layout performance using SPICE tools 3.",Create,"The verb 'Design' and 'verify' indicate generating and validating a new circuit, an 8-bit multiplier, meeting specific constraints.",6,Higher-Order Thinking,Computer Science & Engineering
"Work, Entrepreneurship and Technology in Contemporary Societies.","CO-1 Students will develop a foundational understanding of issues, definitions, and processes related to work, entrepreneurship, and technology.",Understand,"The verb 'understand' directly indicates comprehension of concepts and definitions, fitting the 'Understand' level.",2,Lower-Order Thinking,Other
"Work, Entrepreneurship and Technology in Contemporary Societies.","CO-2 Students will be able to acknowledge the panoply forms of work and their organization. They would be introduced to work across sectors: agriculture, manufacturing, and services. Subsequently, the students would have a sound knowledge of how global economic forces shape local work arrangements.",Understand,"The verbs 'acknowledge' and 'have knowledge' suggest comprehension and awareness of different forms and forces, aligning with the 'Understand' level.",2,Lower-Order Thinking,Other
"Work, Entrepreneurship and Technology in Contemporary Societies.","CO-3 Students will be able to distinguish how economic engagements (work and entrepreneurship) differ in the context of the global north and the global south. They would be able to engage in the transformation of economic engagements in the past century. Thus, the students would engage in diverse working conditions (formal and informal) and spread self-employed entrepreneurial enterprises.",Analyze,"The verb 'distinguish' implies breaking down differences and identifying key characteristics, which falls under the 'Analyze' level.",4,Higher-Order Thinking,Other
"Work, Entrepreneurship and Technology in Contemporary Societies.","CO-4 Students will be able to analyze how social institutions (such as technology, gender, class, and caste) shape entrepreneurial enterprises and work engagements. The students will be introduced to concepts of embeddedness, networks, and communities that shape the economic lives of individuals.",Analyze,"The verb 'analyze' directly indicates the breaking down of complex relationships between social institutions and economic activities, fitting the 'Analyze' level.",4,Higher-Order Thinking,Other
